timestamp,engine_value,nitrous_value
24.266107,-12.01,0.0
24.716764,1.29,0.0
24.806877,1.37,0.0
24.897207,1.42,0.0
24.987239,1.31,0.0
25.077698,1.52,0.0
25.167557,1.44,0.0
25.257583,1.32,0.0
25.347655,1.46,0.0
25.433737,1.40,0.0
25.523772,1.39,0.0
25.613924,1.45,0.0
25.704094,1.37,0.0
25.794175,1.45,0.0
25.884473,1.44,0.0
25.974552,1.40,0.0
26.064499,1.47,0.0
26.154612,1.41,0.0
26.244684,1.39,0.0
26.334836,1.47,0.0
26.425027,1.44,0.0
26.511054,1.42,0.0
26.601039,1.41,0.0
26.691292,1.37,0.0
26.781338,1.42,0.0
26.871656,1.44,0.0
26.961533,1.41,0.0
27.051648,1.42,0.0
27.141619,1.42,0.0
27.23176,1.44,0.0
27.321936,1.44,0.0
27.412178,1.45,0.0
27.502244,1.48,0.0
27.571824,-26.44,0.0
27.622648,1.44,0.0
27.678381,1.41,0.0
27.768575,1.37,0.0
27.858422,1.41,0.0
27.94878,1.45,0.0
28.038838,3.63,0.0
28.128924,9.55,0.0
28.21961,15.33,0.0
28.308793,19.71,0.0
28.398995,22.95,0.0
28.489454,25.10,0.0
28.579561,26.45,0.0
28.665544,27.32,0.0
28.755748,27.74,0.0
28.845611,28.07,0.0
28.935689,28.55,0.0
29.025933,28.78,0.0
29.115936,28.87,0.0
29.205989,28.98,0.0
29.296098,29.09,0.0
29.38643,29.13,0.0
29.476447,29.14,0.0
29.566404,29.14,0.0
29.656267,29.50,0.0
29.742548,30.29,0.0
29.833167,32.51,0.0
29.922857,35.79,0.0
30.012978,36.24,0.0
30.102955,32.47,0.0
30.19294,28.36,0.0
30.283302,26.11,0.0
30.373448,23.46,0.0
30.463451,20.93,0.0
30.553532,19.71,0.0
30.643643,18.29,0.0
30.733675,16.78,0.0
30.819835,16.16,0.0
30.909716,15.52,0.0
31.000023,14.65,0.0
31.090091,14.42,0.0
31.180024,14.22,0.0
31.270267,13.70,0.0
31.360395,13.51,0.0
31.450635,13.32,0.0
31.540687,12.98,0.0
31.631277,12.82,0.0
31.721137,12.56,0.0
31.811001,12.28,0.0
31.896975,12.21,0.0
31.986862,12.08,0.0
32.077192,11.97,0.0
32.167163,11.95,0.0
32.257402,11.78,0.0
32.347383,11.60,0.0
32.437502,11.56,0.0
32.527793,11.47,0.0
32.617786,11.37,0.0
32.7078,11.25,0.0
32.798026,11.14,0.0
32.888041,11.05,0.0
32.974151,10.98,0.0
33.064213,10.96,0.0
33.154475,10.92,0.0
33.244914,10.91,0.0
33.334659,10.87,0.0
33.424615,10.81,0.0
33.51481,10.78,0.0
33.60484,10.76,0.0
33.695091,10.72,0.0
33.785062,10.68,0.0
33.875333,10.69,0.0
33.962309,10.68,0.0
34.052449,10.68,0.0
34.142549,10.63,0.0
34.231879,10.63,0.0
34.32218,10.59,0.0
34.412553,10.56,0.0
34.50262,10.54,0.0
34.592615,10.45,0.0
34.683212,10.43,0.0
34.773564,10.45,0.0
34.864343,10.41,0.0
34.952206,10.35,0.0
35.038095,10.31,0.0
35.127983,10.28,0.0
35.21871,10.27,0.0
35.30914,10.21,0.0
35.399199,10.18,0.0
35.488723,10.19,0.0
35.578874,10.19,0.0
35.668975,10.13,0.0
35.759266,10.12,0.0
35.84936,10.07,0.0
35.939647,10.02,0.0
36.029905,10.01,0.0
36.115253,9.99,0.0
36.205392,9.95,0.0
36.295541,9.90,0.0
36.385692,9.84,0.0
36.475865,9.68,0.0
36.565826,9.62,0.0
36.655809,9.64,0.0
36.745883,9.63,0.0
36.836483,9.62,0.0
36.926323,9.64,0.0
37.01656,9.59,0.0
37.106645,9.52,0.0
37.192422,9.44,0.0
37.282695,9.41,0.0
37.372557,9.39,0.0
37.462918,9.34,0.0
37.553028,9.32,0.0
37.643255,9.31,0.0
37.712879,-26.44,0.0
37.764582,9.25,0.0
37.82393,9.20,0.0
37.914019,9.05,0.0
38.003312,8.91,0.0
38.095133,7.15,0.0
38.183881,4.16,0.0
38.273994,2.46,0.0
38.360067,2.02,0.0
38.450135,1.58,0.0
38.540303,1.38,0.0
38.630459,1.57,0.0
38.720352,1.42,0.0
38.81104,1.41,0.0
38.900868,1.56,0.0
38.990659,1.47,0.0
39.080807,1.46,0.0
39.17084,1.51,0.0
39.261179,1.47,0.0
39.346952,1.48,0.0
39.437265,1.45,0.0
39.527252,1.44,0.0
39.61735,1.44,0.0
39.707485,1.41,0.0
