timestamp,value
2026-02-21T23:48:50.482795,-0.04
2026-02-21T23:48:50.556342,-0.08
2026-02-21T23:48:50.646214,-0.08
2026-02-21T23:48:50.736495,0.00
2026-02-21T23:48:50.826525,0.01
2026-02-21T23:48:50.916630,-0.08
2026-02-21T23:48:51.006722,1.48
2026-02-21T23:48:51.096720,6.79
2026-02-21T23:48:51.186896,11.69
2026-02-21T23:48:51.277003,15.88
2026-02-21T23:48:51.367091,18.70
2026-02-21T23:48:51.457238,19.79
2026-02-21T23:48:51.547286,20.60
2026-02-21T23:48:51.637511,21.03
2026-02-21T23:48:51.727517,20.40
2026-02-21T23:48:51.817638,19.89
2026-02-21T23:48:51.907807,20.02
2026-02-21T23:48:51.997912,19.09
2026-02-21T23:48:52.087934,18.51
2026-02-21T23:48:52.177956,18.75
2026-02-21T23:48:52.268049,17.94
2026-02-21T23:48:52.358098,17.69
2026-02-21T23:48:52.444425,18.07
2026-02-21T23:48:52.534466,17.20
2026-02-21T23:48:52.624648,17.07
2026-02-21T23:48:52.714679,17.39
2026-02-21T23:48:52.804714,16.54
2026-02-21T23:48:52.894823,16.57
2026-02-21T23:48:52.985061,16.82
2026-02-21T23:48:53.075167,16.21
2026-02-21T23:48:53.165191,16.36
2026-02-21T23:48:53.255230,16.73
2026-02-21T23:48:53.345360,16.20
2026-02-21T23:48:53.435541,16.02
2026-02-21T23:48:53.525670,16.11
2026-02-21T23:48:53.615654,15.98
2026-02-21T23:48:53.705837,15.82
2026-02-21T23:48:53.796013,15.80
2026-02-21T23:48:53.886010,15.64
2026-02-21T23:48:53.976142,15.45
2026-02-21T23:48:54.066289,15.59
2026-02-21T23:48:54.156379,15.54
2026-02-21T23:48:54.246541,15.17
2026-02-21T23:48:54.336645,15.37
2026-02-21T23:48:54.426683,15.36
2026-02-21T23:48:54.516901,14.91
2026-02-21T23:48:54.606876,15.12
2026-02-21T23:48:54.696974,15.11
2026-02-21T23:48:54.786957,14.66
2026-02-21T23:48:54.877032,14.95
2026-02-21T23:48:54.967142,14.93
2026-02-21T23:48:55.053378,14.51
2026-02-21T23:48:55.143475,14.80
2026-02-21T23:48:55.233566,14.88
2026-02-21T23:48:55.323681,14.74
2026-02-21T23:48:55.413704,15.04
2026-02-21T23:48:55.503961,14.90
2026-02-21T23:48:55.594017,14.62
2026-02-21T23:48:55.684194,14.85
2026-02-21T23:48:55.774187,14.81
2026-02-21T23:48:55.864267,14.72
2026-02-21T23:48:55.954450,14.69
2026-02-21T23:48:56.044505,14.53
2026-02-21T23:48:56.134720,14.53
2026-02-21T23:48:56.224697,14.54
2026-02-21T23:48:56.314790,14.65
2026-02-21T23:48:56.404919,14.72
2026-02-21T23:48:56.495076,14.78
2026-02-21T23:48:56.585186,14.87
2026-02-21T23:48:56.675225,14.74
2026-02-21T23:48:56.765356,14.61
2026-02-21T23:48:56.855412,14.63
2026-02-21T23:48:56.945635,14.46
2026-02-21T23:48:57.035748,14.33
2026-02-21T23:48:57.125869,14.44
